PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_EXT_SUBSTANCE_URL,SMILES
124081876  1,"Baloxavir
1985605-59-1",124081876,http://www.chemfish.co.jp/index.php?id=4623&project=product,O=C1c2c(O)c(=O)ccn2N(C2c3ccccc3SCc3c2ccc(F)c3F)C2COCCN12
44205240  1,"Baricitinib
1187594-09-7",44205240,http://www.chemfish.co.jp/index.php?id=3794&project=product,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
"78357807  1
6395  2
71496458  2","Osimertinib
1421373-66-1",78357807,http://www.chemfish.co.jp/index.php?id=4621&project=product,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O
5483  1,"Tiopronin
1953-02-2",5483,http://www.chemfish.co.jp/index.php?id=4620&project=product,CC(S)C(=O)NCC(=O)O
65492  1,"Iopamidol
60166-93-0",65492,http://www.chemfish.co.jp/index.php?id=4619&project=product,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
3741  1,"Ioversol
87771-40-2",3741,http://www.chemfish.co.jp/index.php?id=4618&project=product,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
3736  1,"Iopromide
73334-07-3",3736,http://www.chemfish.co.jp/index.php?id=4616&project=product,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
"119569  1
313  2
119570  2","Pramipexole HCl
104632-25-9",119569,http://www.chemfish.co.jp/index.php?id=4615&project=product,CCCNC1CCc2nc(N)sc2C1.Cl.Cl
5526  1,"Tranexamic Acid
1197-18-8",5526,http://www.chemfish.co.jp/index.php?id=4614&project=product,NCC1CCC(C(=O)O)CC1
468595  1,"Posaconazole
171228-49-2",468595,http://www.chemfish.co.jp/index.php?id=4613&project=product,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
60877  1,"Emtricitabine
143491-57-0",60877,http://www.chemfish.co.jp/index.php?id=4612&project=product,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
"39859  1
1118  2
2083  2","Albuterol sulfate
51022-70-9",39859,http://www.chemfish.co.jp/index.php?id=4611&project=product,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O
"84003  1
3826  2
6503  2","Ketorolac Tromethamine
74103-07-4",84003,http://www.chemfish.co.jp/index.php?id=4610&project=product,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
"135566083  1
6395  2
213023  2","Pradaxa
872728-81-9",11434065,http://www.chemfish.co.jp/index.php?id=7522&project=product,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1.CS(=O)(=O)O
"31098  1
260  2
3746  2","Ipratropium bromide
66985-17-9",31098,http://www.chemfish.co.jp/index.php?id=4608&project=product,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.[Br-]
11250647  1,"Elagolix
834153-87-6",11250647,http://www.chemfish.co.jp/index.php?id=4607&project=product,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(CC(NCCCC(=O)O)c3ccccc3)c2=O)c1F
"6918584  1
5360545  2
6918585  2","Sugammadex Sodium
343306-79-6",6918584,http://www.chemfish.co.jp/index.php?id=4606&project=product,O=C([O-])CCSCC1OC2OC3C(CSCCC(=O)[O-])OC(OC4C(CSCCC(=O)[O-])OC(OC5C(CSCCC(=O)[O-])OC(OC6C(CSCCC(=O)[O-])OC(OC7C(CSCCC(=O)[O-])OC(OC8C(CSCCC(=O)[O-])OC(OC9C(CSCCC(=O)[O-])OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
"10174505  1
311  2
9926791  2","Tofacitinib Citrate
540737-29-9",10174505,http://www.chemfish.co.jp/index.php?id=4605&project=product,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
10182969  1,"Apixaban
503612-47-3",10182969,http://www.chemfish.co.jp/index.php?id=4604&project=product,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1
"6918081  1
313  2
5311068  2","Dexmedetomidine Hydrochloride
145108-58-3",6918081,http://www.chemfish.co.jp/index.php?id=4603&project=product,Cc1cccc(C(C)c2cnc[nH]2)c1C.Cl
"60946  1
313  2
962  2
60947  2","Tirofiban Hydrochloride
150915-40-5",60946,http://www.chemfish.co.jp/index.php?id=4602&project=product,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O
"60834  1
313  2
60835  2","Duloxetine Hydrochloride
136434-34-9",60834,http://www.chemfish.co.jp/index.php?id=4601&project=product,CNCCC(Oc1cccc2ccccc12)c1cccs1.Cl
"10220941  1
5960  2
6262  2","Ornithine Aseparate
3230-94-2",10220941,http://www.chemfish.co.jp/index.php?id=4600&project=product,NC(CC(=O)O)C(=O)O.NCCCC(N)C(=O)O
71616  1,"Voriconzole
137234-62-9",71616,http://www.chemfish.co.jp/index.php?id=4599&project=product,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F
6451164  1,"Rilpivirine
500287-72-9",6451164,http://www.chemfish.co.jp/index.php?id=4598&project=product,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
37542  1,"Ribavirin
36791-04-5",37542,http://www.chemfish.co.jp/index.php?id=4597&project=product,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
2333  1,"Benzbromarone
3562-84-3",2333,http://www.chemfish.co.jp/index.php?id=4596&project=product,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
"25381  1
313  2
25382  2","Melitracen HCl
10563-70-9",25381,http://www.chemfish.co.jp/index.php?id=4593&project=product,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl
"5282483  1
313  2
5281881  2","Flupentixol HCl
2413-38-9",5282483,http://www.chemfish.co.jp/index.php?id=4592&project=product,Cl.Cl.OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
12081276  1,"2,6-difluoro-4-(5-propylpyrimidin-2-yl)benzonitrile",12081276,http://www.chemfish.co.jp/index.php?id=4590&project=product,CCCc1cnc(-c2cc(F)c(C#N)c(F)c2)nc1
9835554  1,"Benzene, 1,1'-(1,2-ethynediyl)bis[4-(3-buten-1-yl)-
202652-64-0",9835554,http://www.chemfish.co.jp/index.php?id=4586&project=product,C=CCCc1ccc(C#Cc2ccc(CCC=C)cc2)cc1
58852538  1,"5-(4-pentylcyclohexyl)-2-(3,4,5-trifluorophenyl)-1,3-dioxane",58852538,http://www.chemfish.co.jp/index.php?id=4582&project=product,CCCCCC1CCC(C2COC(c3cc(F)c(F)c(F)c3)OC2)CC1
23574083  1,"2-(3,4,5-Trifluorophenyl)-5-(4-ethylcyclohexyl)-1,3-dioxane",23574083,http://www.chemfish.co.jp/index.php?id=4581&project=product,CCC1CCC(C2COC(c3cc(F)c(F)c(F)c3)OC2)CC1
18961529  1,"4-(5-Ethyl-1,3-dioxan-2-yl)-2,6-difluorobenzonitrile",18961529,http://www.chemfish.co.jp/index.php?id=4580&project=product,CCC1COC(c2cc(F)c(C#N)c(F)c2)OC1
2797  1,"2-(4-Chlorophenoxy)-2-methylpropionic acid
882-09-7",2797,http://www.chemfish.co.jp/index.php?id=4575&project=product,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
2734850  1,"(S)-(-)-2-(Boc-Amino)-1,4-butanediol
128427-10-1",2734850,http://www.chemfish.co.jp/index.php?id=4574&project=product,CC(C)(C)OC(=O)NC(CO)CCO
2795029  1,"2-Chloro-6-methoxy-3-nitropyridine
38533-61-8",2795029,http://www.chemfish.co.jp/index.php?id=4573&project=product,COc1ccc([N+](=O)[O-])c(Cl)n1
1728453  1,"N-(5-Chloropyridin-2-yl)oxalaMic acid ethyl ester
349125-08-2",1728453,http://www.chemfish.co.jp/index.php?id=4572&project=product,CCOC(=O)C(=O)Nc1ccc(Cl)cn1
16673  1,"4-BIPHENYLSULFONIC ACID
2113-68-0",16673,http://www.chemfish.co.jp/index.php?id=4570&project=product,O=S(=O)(O)c1ccc(-c2ccccc2)cc1
18396216  1,"(1R,3S,4S)-2-(tert-butoxycarbonyl)-2-azabicyclo[2.2.1]heptane-3-carboxylic acid
291775-59-2",18396216,http://www.chemfish.co.jp/index.php?id=4569&project=product,CC(C)(C)OC(=O)N1C2CCC(C2)C1C(=O)O
597855  1,"3-CHLORO-2,6-DIETHYLANILINE
67330-62-5",597855,http://www.chemfish.co.jp/index.php?id=4568&project=product,CCc1ccc(Cl)c(CC)c1N
2757184  1,"3-Bromo-2,3,4,5-tetrahydro-2H-benzo[b]azepin-2-one
86499-96-9",2757184,http://www.chemfish.co.jp/index.php?id=4566&project=product,O=C1Nc2ccccc2CCC1Br
10724  1,"1-Tetralone
529-34-0",10724,http://www.chemfish.co.jp/index.php?id=4565&project=product,O=C1CCCc2ccccc21
665603  1,"2-MERCAPTO-5-METHOXYBENZIMIDAZOLE
37052-78-1",665603,http://www.chemfish.co.jp/index.php?id=4564&project=product,COc1ccc2[nH]c(=S)[nH]c2c1
5461186  1,"BOC-PYR-OET
144978-12-1",5461186,http://www.chemfish.co.jp/index.php?id=4563&project=product,CCOC(=O)C1CCC(=O)N1C(=O)OC(C)(C)C
"16211333  1
313  2
667606  2","(R)-3-Piperidinamine dihydrochloride
334618-23-4",16211333,http://www.chemfish.co.jp/index.php?id=4562&project=product,Cl.Cl.NC1CCCNC1
"10877056  1
28961  2
5360545  2","DIFORMYLIMIDE SODIUM SALT
18197-26-7",10877056,http://www.chemfish.co.jp/index.php?id=4561&project=product,O=C[N-]C=O.[Na+]
6544479  1,"(R)-1-Boc-3-hydroxypyrrolidine
109431-87-0",6544479,http://www.chemfish.co.jp/index.php?id=4559&project=product,CC(C)(C)OC(=O)N1CCC(O)C1
77531  1,"2,4-Dichloropyrimidine
3934-20-1",77531,http://www.chemfish.co.jp/index.php?id=4558&project=product,Clc1ccnc(Cl)n1
1188  1,"2,6-Dihydroxypurine
69-89-6",1188,http://www.chemfish.co.jp/index.php?id=4557&project=product,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
5064774  1,"5-(Difluoromethoxy)-2-mercapto-1H-benzimidazole
97963-62-7",5064774,http://www.chemfish.co.jp/index.php?id=4556&project=product,FC(F)Oc1ccc2[nH]c(=S)[nH]c2c1
"6099977  1
13838  2
23951  2","Tris[N,N-?bis(trimethylsilyl)amide]samarium( cento)
35789-01-6",3707216,http://www.chemfish.co.jp/index.php?id=4547&project=product,C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[Sm+3]
"6510275  1
23992  2
6858136  2","TRIS(6,6,7,7,8,8,8-HEPTAFLUORO-2,2-DIMETHYL-3,5-OCTANEDIONATO)YTTERBIUM
18323-96-1",6510275,http://www.chemfish.co.jp/index.php?id=4546&project=product,CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Yb+3]
"44473428  1
23992  2
5363779  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)YTTERBIUM
15492-52-1",44473428,http://www.chemfish.co.jp/index.php?id=4544&project=product,CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.[Yb+3]
"73411060  1
7612  2
23992  2","TRIS(CYCLOPENTADIENYL)YTTERBIUM
1295-20-1",17821879,http://www.chemfish.co.jp/index.php?id=4543&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Yb+3]
"50930881  1
23961  2
5363779  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)THULIUM(III)
15631-58-0",6157080,http://www.chemfish.co.jp/index.php?id=4542&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Tm]
"79162  1
7612  2
23961  2","TRIS(CYCLOPENTADIENYL)THULIUM
1272-26-0",79162,http://www.chemfish.co.jp/index.php?id=4541&project=product,[Tm+3].c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1
"73448114  1
7612  2
23951  2","TRIS(CYCLOPENTADIENYL)SAMARIUM
1298-55-1",18519250,http://www.chemfish.co.jp/index.php?id=4538&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Sm+3]
"5489969  1
23942  2
6858136  2","PR(FOD)3
17978-77-7",5489969,http://www.chemfish.co.jp/index.php?id=4535&project=product,CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Pr+3]
"5489947  1
23942  2
5363779  2","PR(TMHD)3
15492-48-5",5489947,http://www.chemfish.co.jp/index.php?id=4534&project=product,CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.[Pr+3]
"73443906  1
7612  2
23942  2",TRIS(CYCLOPENTADIENYL)PRASEODYMIUM,18417973,http://www.chemfish.co.jp/index.php?id=4533&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Pr+3]
"50911972  1
23934  2
84639  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)NEODYMIUM(III)
15492-47-4",4093253,http://www.chemfish.co.jp/index.php?id=4531&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Nd]
"6099386  1
13838  2
23934  2","TRIS[N,N-BIS(TRIMETHYLSILYL)AMIDE]NEODYMIUM (III)
148274-47-9",6099386,http://www.chemfish.co.jp/index.php?id=4529&project=product,C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[Nd+3]
"155884971  1
23926  2
437419  2","TRIS(N,N'-DI-I-PROPYLFORMAMIDINATO)LANTHANUM(III)
1034537-36-4",121237766,http://www.chemfish.co.jp/index.php?id=4528&project=product,CC(C)N=C[N-]C(C)C.CC(C)N=C[N-]C(C)C.CC(C)N=C[N-]C(C)C.[La+3]
"15259245  1
23926  2
6858136  2","LA(FOD)3
19106-89-9",15259245,http://www.chemfish.co.jp/index.php?id=4527&project=product,CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[La+3]
"9858075  1
3776  2
23926  2","LANTHANUM ISOPROPOXIDE
19446-52-7",9858075,http://www.chemfish.co.jp/index.php?id=4525&project=product,CC(C)[O-].CC(C)[O-].CC(C)[O-].[La+3]
"6093756  1
13838  2
23926  2","LANTHANUM TRIS[BIS(TRIMETHYLSILYL)AMIDE]
175923-07-6",6093756,http://www.chemfish.co.jp/index.php?id=4524&project=product,C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[La+3]
"73988858  1
7612  2
23926  2","TRIS(CYCLOPENTADIENYL)LANTHANUM
1272-23-7",22481131,http://www.chemfish.co.jp/index.php?id=4523&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[La+3]
"50930398  1
23926  2
5363779  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)LANTHANUM(III)
14319-13-2",72376397,http://www.chemfish.co.jp/index.php?id=4522&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[La]
"5483717  1
23982  2
5363779  2","GD(TMHD)3
14768-15-1",5483717,http://www.chemfish.co.jp/index.php?id=4520&project=product,CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.[Gd+3]
"73411059  1
7612  2
23982  2","TRIS(CYCLOPENTADIENYL)GADOLINIUM
1272-21-5",17821878,http://www.chemfish.co.jp/index.php?id=4519&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Gd+3]
"6095743  1
13838  2
23981  2","TRIS[N,N-BIS(TRIMETHYLSILYL)AMIDE]EUROPIUM (III)
35789-02-7",5074767,http://www.chemfish.co.jp/index.php?id=4518&project=product,C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[Eu+3]
"25199830  1
23981  2
6858136  2","EU(FOD)3
17631-68-4",6000041,http://www.chemfish.co.jp/index.php?id=4517&project=product,CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Eu]
"5486784  1
23981  2
5363779  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)EUROPIUM(III)
15522-71-1",5486784,http://www.chemfish.co.jp/index.php?id=4516&project=product,CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.[Eu+3]
"50919603  1
23980  2
159825  2","ER(FOD)3
17978-75-5",5112927,http://www.chemfish.co.jp/index.php?id=4514&project=product,CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.[Er]
"73853428  1
7612  2
23980  2","TRIS(CYCLOPENTADIENYL)ERBIUM
39330-74-0",21924076,http://www.chemfish.co.jp/index.php?id=4513&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Er+3]
"5483748  1
23912  2
5363779  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)DYSPROSIUM(III)
15522-69-7",5483748,http://www.chemfish.co.jp/index.php?id=4508&project=product,CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.CC(C)(C)C(=O)C=C([O-])C(C)(C)C.[Dy+3]
"74765423  1
23974  2
5069408  2","TRIS(TETRAMETHYLCYCLOPENTADIENYL)CERIUM
251984-08-4",71317409,http://www.chemfish.co.jp/index.php?id=4507&project=product,CC1=[C-]C(C)C(C)=C1C.CC1=[C-]C(C)C(C)=C1C.CC1=[C-]C(C)C(C)=C1C.[Ce+3]
"16052392  1
7612  2
23974  2","TRIS(CYCLOPENTADIENYL)CERIUM
1298-53-9",102097,http://www.chemfish.co.jp/index.php?id=4505&project=product,[Ce+3].c1cc[cH-]c1.c1cc[cH-]c1.c1cc[cH-]c1
"50931943  1
23995  2
5363779  2","TETRAKIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)ZIRCONIUM
18865-74-2",6287074,http://www.chemfish.co.jp/index.php?id=4504&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Zr]
"6101806  1
8021  2
23995  2","TETRAKIS(DIETHYLAMINO)ZIRCONIUM
13801-49-5",139603,http://www.chemfish.co.jp/index.php?id=4503&project=product,CC[N-]CC.CC[N-]CC.CC[N-]CC.CC[N-]CC.[Zr+4]
"6101045  1
13838  2
23993  2","TRIS[N,N-BIS(TRIMETHYLSILYL)AMIDE]YTTRIUM (III)
41836-28-6",4443519,http://www.chemfish.co.jp/index.php?id=4501&project=product,C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.[Y+3]
"2778093  1
23993  2
84644  2","YTTRIUM HEXAFLUOROACETYLACETONATE
18911-76-7",2778093,http://www.chemfish.co.jp/index.php?id=4500&project=product,O=C(C=C([O-])C(F)(F)F)C(F)(F)F.O=C(C=C([O-])C(F)(F)F)C(F)(F)F.O=C(C=C([O-])C(F)(F)F)C(F)(F)F.[Y+3]
"73991964  1
23993  2
138026  2","TRIS(METHYLCYCLOPENTADIENYL)YTTRIUM (III)
329735-72-0",22564671,http://www.chemfish.co.jp/index.php?id=4498&project=product,CC1=[C-]CC=C1.CC1=[C-]CC=C1.CC1=[C-]CC=C1.[Y+3]
"73988859  1
7612  2
23993  2","TRIS(CYCLOPENTADIENYL)YTTRIUM
1294-07-1",22481132,http://www.chemfish.co.jp/index.php?id=4497&project=product,[C-]1=CC=CC1.[C-]1=CC=CC1.[C-]1=CC=CC1.[Y+3]
"22836572  1
674  2
10950789  2","BIS(TERT-BUTYLIMINO)BIS(DIMETHYLAMINO)&
406462-43-9",16217328,http://www.chemfish.co.jp/index.php?id=4495&project=product,CC(C)(C)N=[W]=NC(C)(C)C.C[N-]C.C[N-]C
"170974  1
263  2
23956  2","TANTALUM(V) BUTOXIDE
51094-78-1",170974,http://www.chemfish.co.jp/index.php?id=4493&project=product,CCCC[O-].CCCC[O-].CCCC[O-].CCCC[O-].CCCC[O-].[Ta+5]
"50911961  1
23952  2
84639  2","TRIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)SCANDIUM(III)
15492-49-6",4114918,http://www.chemfish.co.jp/index.php?id=4491&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Sc]
"131675868  1
935  2
5818891  2","BIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)NICKEL(II)
14481-08-4",72376320,http://www.chemfish.co.jp/index.php?id=4487&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Ni]
"62390  1
935  2
7612  2","NICKELOCENE
1271-28-9",62390,http://www.chemfish.co.jp/index.php?id=4486&project=product,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1
"131731757  1
23930  2
5363779  2","Tris(2,2,6,6-tetramethyl-3,5-heptanedionato)manganese(III)
14324-99-3",11456218,http://www.chemfish.co.jp/index.php?id=4484&project=product,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.[Mn]
146158652  1,"INDIUM (2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATE)
34269-03-9",146158652,http://www.chemfish.co.jp/index.php?id=4481&project=product,CC(C)(C)C(=O)C=C(O[In](OC(=CC(=O)C(C)(C)C)C(C)(C)C)OC(=CC(=O)C(C)(C)C)C(C)(C)C)C(C)(C)C
"132647881  1
9253  2
5359967  2","CYCLOPENTADIENYLINDIUM (I)
34822-89-4",132647881,http://www.chemfish.co.jp/index.php?id=4480&project=product,C1CCCC1.[In]
"9820179  1
702  2
23986  2","HAFNIUM ETHOXIDE
13428-80-3",9820179,http://www.chemfish.co.jp/index.php?id=4478&project=product,CC[O-].CC[O-].CC[O-].CC[O-].[Hf+4]
"50930403  1
23976  2
5365726  2","CHROMIUM (III) HEXAFLUOROACETYLACETONATE
14592-80-4",72376382,http://www.chemfish.co.jp/index.php?id=4477&project=product,O=C(C=C(O)C(F)(F)F)C(F)(F)F.O=C(C=C(O)C(F)(F)F)C(F)(F)F.O=C(C=C(O)C(F)(F)F)C(F)(F)F.[Cr]
"79154  1
7612  2
23976  2","Chromocene
1271-24-5",79154,http://www.chemfish.co.jp/index.php?id=4476&project=product,[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1
"6093182  1
297  2
23973  2","DIMETHYLCADMIUM
506-82-1",10479,http://www.chemfish.co.jp/index.php?id=4475&project=product,[CH3-].[CH3-].[Cd+2]
66198  1,"TRIETHYLGALLIUM
1115-99-7",66198,http://www.chemfish.co.jp/index.php?id=4474&project=product,CC[Ga](CC)CC
15051  1,"TRIMETHYLGALLIUM
1445-79-0",15051,http://www.chemfish.co.jp/index.php?id=4473&project=product,C[Ga](C)C
"155886850  1
23978  2
37511  2","Bis(dimethylamino-2-propoxy)copper(II), min. 98% Cu(dmap)2
185827-91-2",118692250,http://www.chemfish.co.jp/index.php?id=4470&project=product,CC(O)CN(C)C.CC(O)CN(C)C.[Cu]
"92884  1
7612  2
104730  2","BIS(CYCLOPENTADIENYL)COBALT
1277-43-6",92884,http://www.chemfish.co.jp/index.php?id=4467&project=product,[Co+2].c1cc[cH-]c1.c1cc[cH-]c1
21904012  1,"Silanediamine, N,N'-bis(1,1-dimethylethyl)-
186598-40-3",21904012,http://www.chemfish.co.jp/index.php?id=4465&project=product,CC(C)(C)N[Si]NC(C)(C)C
14908161  1,"SilanediaMide, N,N,N',N'-tetraethyl
27804-64-4",14908161,http://www.chemfish.co.jp/index.php?id=4464&project=product,CCN(CC)[Si]N(CC)CC
71547  1,"TRIETHYLANTIMONY, 99
617-85-6",71547,http://www.chemfish.co.jp/index.php?id=4463&project=product,CC[Sb](CC)CC
"71317314  1
6386  2
5352426  2","tin(iv)tert-butoxide
36809-75-3",71317314,http://www.chemfish.co.jp/index.php?id=4461&project=product,CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-].CC(C)(C)[O-].[Sn+4]
102600904  1,"BIS(2,2,6,6-TETRAMETHYL-3,5-HEPTANEDIONATO)LEAD(II)
21319-43-7",102600904,http://www.chemfish.co.jp/index.php?id=4460&project=product,CC(C)(C)C(=O)C=C(O[Pb]OC(=CC(=O)C(C)(C)C)C(C)(C)C)C(C)(C)C
